"","X","plotID","LFID","SHOTNUMBER","TIME","GLON","GLAT","ZG","HLON","HLAT","ZH","TLON","TLAT","ZT","AZIMUTH","INCIDENTANGLE","RANGE","COMPLEXITY","SENSITIVITY","CHANNEL_ZT","CHANNEL_ZG","CHANNEL_RH","FID","plotID.1","pointID","mOrder","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","module","plot","plotEdge","Shape__Are","Shape__Len","GlobalID","filename","sensor","scientificName","BA","plot_BA","sp_prop","RH","value","rel_value"
"755",275126,"BONA_011",1958686868,104001355,87597.00973,-147.535356,65.195508,641.28,212.464633,65.195506,646.35,212.464628,65.195506,649.18,68.8,5.704,12161.42,0.536,0.981,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.15,-0.0189873417721519
"756",275127,"BONA_011",1958686868,104001356,87597.00998,-147.535278,65.195692,639.3,212.4647,65.195689,650.34,212.464699,65.195689,650.67,67.96,5.755,12165.16,0.122,0.982,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.41,-0.0360598065083553
"757",275128,"BONA_011",1958686868,104001357,87597.01023,-147.53521,65.195621,640.72,212.464784,65.19562,643.86,212.464776,65.195619,647.88,68.36,5.755,12164.11,0.413,0.978,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.22,-0.0307262569832402
"758",275129,"BONA_011",1958686868,104001358,87597.01048,-147.535138,65.195545,642.21,212.464851,65.195543,647.88,212.464848,65.195543,649.37,68.78,5.756,12162.76,0.271,0.979,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.3,-0.0418994413407821
"759",275280,"BONA_011",1958686868,104001509,87597.04823,-147.535065,65.19544,644.07,212.46492,65.195438,651.16,212.464917,65.195437,652.76,68.95,5.751,12159.91,0.429,0.98,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.04,-0.0046029919447641
"760",275283,"BONA_011",1958686868,104001512,87597.04898,-147.535284,65.195402,643.21,212.464704,65.1954,649.18,212.4647,65.1954,651.19,68.95,5.699,12160.67,0.287,0.98,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.22,-0.0275689223057644
"761",275286,"BONA_011",1958686868,104001515,87597.04973,-147.535508,65.195361,642.49,212.464484,65.19536,646.56,212.46448,65.195359,648.53,68.97,5.645,12160.23,0.141,0.978,1,1,1,1759,"BONA_011",41,139,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.195526,-147.535493,"WGS84","6N",474932.914,7230352.178,0.1,628.15,0.1,622.74,633.4,5.54,120,"evergreenForest","Histosols","Geo 7X",20160912,629,2,0.9,"cdw|cfc|dhp|div|hbp|vst","R","139R",40,9058.609375,380.70712630348,"4f3775e0-b335-462e-b9ad-1958201d2aee","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",2512.6524,2512.6524,100,40,-0.34,-0.0562913907284768
"762",277889,"BONA_018",1958686868,104004118,87597.70048,-147.537018,65.193476,656.07,212.462972,65.193474,661.67,212.462969,65.193474,663.24,70.12,4.975,12133.03,0.179,0.976,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,-0.22,-0.0306834030683403
"763",277891,"BONA_018",1958686868,104004120,87597.70098,-147.537318,65.19351,653.33,212.462671,65.193508,659.94,212.462667,65.193507,662.37,69.65,4.918,12135.44,0.45,0.98,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,0.07,0.00774336283185841
"764",277892,"BONA_018",1958686868,104004121,87597.70123,-147.537245,65.193434,654.69,212.462745,65.193433,660.48,212.462741,65.193432,662.53,70.15,4.92,12133.34,0.307,0.978,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,0,0
"765",277894,"BONA_018",1958686868,104004123,87597.70173,-147.537541,65.193471,651.74,212.462457,65.193471,652.74,212.462452,65.19347,655.69,69.67,4.864,12136.19,0.312,0.984,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,0.11,0.0277777777777778
"766",277895,"BONA_018",1958686868,104004124,87597.70198,-147.537474,65.1934,653.45,212.462526,65.1934,653.45,212.462521,65.193399,656.77,70.14,4.866,12134.25,0.19,0.98,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,-0.41,-0.123493975903614
"767",277897,"BONA_018",1958686868,104004126,87597.70248,-147.537758,65.193431,650.5,212.462229,65.193429,657.64,212.462228,65.193429,658.53,69.69,4.812,12135.6,0.229,0.981,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,-0.19,-0.0236612702366127
"768",277898,"BONA_018",1958686868,104004127,87597.70273,-147.537691,65.19336,652.2,212.4623,65.193358,657.81,212.462298,65.193358,658.7,70.17,4.814,12135.15,0.152,0.982,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,-0.3,-0.0461538461538461
"769",278937,"BONA_018",1958686868,104005166,87597.96248,-147.537175,65.193206,658,212.462825,65.193206,658,212.462818,65.193205,662.1,68.21,4.887,12129.75,0.137,0.983,1,1,1,1765,"BONA_018",41,267,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.193366,-147.537397,"WGS84","6N",474841.711,7230112.234,0.1,641.93,0.11,635.93,647.03,6.39,120,"evergreenForest","Histosols","Geo 7X",20160912,618,1.4,0.7,"cdw|cfc|dhp|div|hbp|vst","R","267R",40,9057.140625,380.676129719024,"8e24d494-1e11-4e38-8ec4-b1b4bea83368","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1797.1956,1953.6957,91.9895355249029,40,-0.3,-0.072992700729927
"770",334548,"BONA_023",1958686869,104061682,87612.0916,-147.511593,65.165674,366.26,212.4884,65.165673,370.03,212.488394,65.165672,374.06,70.5,4.666,12417.12,0.561,0.962,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,1.34,0.17157490396927
"771",334549,"BONA_023",1958686869,104061683,87612.09185,-147.511512,65.165869,363.1,212.488484,65.165868,365.34,212.488478,65.165867,369.26,69.42,4.716,12421.91,0.342,0.966,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,-0.04,-0.00649350649350649
"772",334550,"BONA_023",1958686869,104061684,87612.0921,-147.511438,65.165791,363.57,212.488562,65.165791,363.57,212.488552,65.16579,369.62,69.94,4.717,12421.76,0.381,0.957,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,0,0
"773",334551,"BONA_023",1958686869,104061685,87612.09235,-147.511358,65.16571,362.75,212.488634,65.165708,367.19,212.48863,65.165708,369.54,70.48,4.719,12422.36,0.501,0.96,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,0.22,0.0323529411764706
"774",334552,"BONA_023",1958686869,104061686,87612.0926,-147.511268,65.165908,360.06,212.488722,65.165907,365.85,212.488721,65.165907,366.79,69.4,4.771,12425.35,0.351,0.96,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,-0.15,-0.0223214285714286
"775",334553,"BONA_023",1958686869,104061687,87612.09285,-147.511193,65.165831,360.05,212.488807,65.165831,360.05,212.488797,65.16583,365.54,69.91,4.772,12425.8,0.345,0.958,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,-0.07,-0.0127504553734062
"776",334554,"BONA_023",1958686869,104061688,87612.0931,-147.511115,65.165749,360.32,212.488885,65.165749,360.32,212.488874,65.165748,366.56,70.45,4.774,12425.8,0.31,0.956,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,0.11,0.0176282051282051
"777",334556,"BONA_023",1958686869,104061690,87612.0936,-147.510954,65.165867,357.39,212.489042,65.165867,359.59,212.489037,65.165866,362.66,69.9,4.826,12429.99,0.34,0.955,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,0.04,0.00760456273764259
"778",334557,"BONA_023",1958686869,104061691,87612.09385,-147.510879,65.16579,357.1,212.489116,65.165789,359.87,212.48911,65.165788,363.41,70.41,4.827,12429.39,0.373,0.962,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,0.11,0.01743264659271
"779",334738,"BONA_023",1958686869,104061872,87612.1391,-147.51082,65.165689,357.38,212.489175,65.165688,360.48,212.489169,65.165687,364.33,70.47,4.821,12429.25,0.464,0.96,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,1.05,0.151079136690647
"780",334741,"BONA_023",1958686869,104061875,87612.13985,-147.511054,65.165647,360.15,212.488946,65.165647,360.15,212.488936,65.165645,366.01,70.5,4.767,12425.65,0.312,0.961,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,-0.26,-0.0443686006825939
"781",334742,"BONA_023",1958686869,104061876,87612.1401,-147.510979,65.165565,362.05,212.489021,65.165565,362.05,212.489014,65.165564,366.35,71.05,4.769,12426.25,0.517,0.959,1,1,1,1778,"BONA_023",41,576,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.16574,-147.511225,"WGS84","6N",476042.028,7227023.134,0.1,350.93,0.1,344.91,358.17,0.63,0.5,"shrubScrub","Histosols","Geo 7X",20160520,880,3.2,1.7,"cdw|cfc|dhp|div|hbp|vst","R","576R",40,9038.3125,380.280680091362,"28ac5235-1a19-4828-b2f5-7faf20648446","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1542.1023,1634.8392,94.3274604621665,40,-0.97,-0.226107226107226
